0.59,-0.22,0.82,0.64,0.12,0.62,0.36,0.90,0.35,-0.04
0.53,-0.16,0.85,0.84,0.69,0.38,1.12,0.50,0.82,0.14
0.38,0.69,0.14,0.57,-0.03,0.89,1.14,0.28,1.15,-0.21
0.64,0.56,0.29,0.22,0.72,0.36,0.62,0.44,0.42,0.59
0.53,0.77,0.50,0.40,0.22,0.60,0.29,0.62,0.65,0.74
0.53,0.53,0.47,0.68,-0.03,0.62,1.11,0.53,0.60,0.58
1.00,0.22,0.99,0.38,1.03,0.26,0.23,0.38,0.19,0.44
0.36,0.77,0.40,0.03,-0.13,0.88,0.92,0.49,0.45,0.60
0.65,0.69,0.73,0.59,0.45,0.70,0.44,0.92,0.51,0.52
0.48,0.70,0.34,0.58,0.18,0.37,0.92,0.57,0.37,0.68
0.82,0.45,0.81,0.67,0.61,0.45,0.18,0.76,0.07,0.58
0.60,0.15,0.54,0.23,0.15,0.03,0.54,1.12,0.80,0.88
1.18,0.89,0.66,0.92,0.74,0.57,0.21,-0.14,-0.48,0.27
-0.59,0.41,0.49,0.99,0.68,0.65,-0.82,1.30,0.49,0.09
0.99,0.71,0.73,0.08,0.68,0.36,0.28,0.32,0.56,0.83
0.43,0.53,0.65,0.91,0.41,0.35,0.70,0.65,0.58,0.38
1.02,0.55,-0.06,0.50,0.09,0.42,0.34,0.78,0.60,0.90
0.55,0.30,0.57,0.68,0.38,0.39,0.05,0.49,0.43,0.53
0.09,0.70,0.63,0.20,0.45,0.39,0.54,0.33,0.42,0.44
0.29,0.31,0.54,0.43,0.35,0.62,0.50,0.45,-0.04,0.70
1.00,0.85,0.09,0.35,0.46,0.24,0.68,0.67,0.76,0.22
0.64,0.08,0.65,0.53,0.86,0.36,0.32,0.98,0.46,0.44
0.79,0.34,0.92,0.05,0.04,0.08,1.59,0.28,-0.08,0.56
0.46,0.36,0.58,0.47,0.64,0.69,-0.11,0.49,0.68,0.50
1.57,0.46,-0.17,0.72,0.78,1.10,-0.39,0.08,0.55,0.15
-0.11,0.15,0.03,0.58,0.70,0.90,0.20,-0.10,0.53,0.39
0.85,0.47,0.35,0.61,0.57,0.60,0.69,0.05,0.64,0.30
0.47,0.48,0.72,0.60,0.34,0.32,0.55,0.36,0.33,0.67
0.62,0.77,0.46,0.49,0.61,0.43,0.17,0.62,0.15,0.93
0.57,0.66,0.10,0.34,1.05,0.19,1.48,0.03,-0.28,-0.44
0.47,0.62,0.62,0.54,0.50,0.57,0.61,0.70,0.12,0.30
0.67,0.42,0.48,0.57,0.62,0.27,0.59,0.45,0.59,0.11
0.27,0.63,0.66,0.50,0.86,0.37,0.97,0.51,0.42,0.17
0.46,0.51,0.19,1.10,0.16,0.18,-0.31,1.70,0.51,0.02
0.83,0.62,0.47,0.80,0.39,0.32,0.85,0.11,-0.07,0.32
0.25,0.47,1.12,1.29,-0.30,0.54,0.10,-0.04,0.23,0.41
0.40,0.73,0.39,0.55,0.41,0.83,0.69,0.77,0.41,0.44
1.21,-0.10,-0.09,0.92,0.53,0.82,0.31,0.60,0.29,0.73
0.67,0.65,0.94,0.45,0.43,0.20,0.17,0.67,0.37,0.44
-0.00,0.65,1.20,-0.67,-0.32,0.25,0.13,0.05,0.39,0.94
0.85,-0.45,1.10,1.00,0.66,0.96,0.38,0.34,0.40,0.62
0.14,0.34,-0.02,0.81,0.04,0.26,0.87,1.03,0.90,0.35
0.47,1.05,0.92,0.22,0.64,0.33,-0.12,0.47,-0.05,0.56
-0.11,0.21,-0.04,0.53,0.02,0.63,1.13,1.11,0.87,0.41
0.57,0.32,0.66,0.37,-0.14,0.53,0.41,1.14,0.60,0.44
0.21,0.59,-0.15,0.78,1.40,0.82,0.40,-0.64,0.27,0.55
1.20,0.54,1.00,-0.18,0.14,-0.31,-0.14,1.02,0.12,0.93
0.39,-0.31,1.24,0.75,0.45,0.52,0.81,0.50,0.48,0.64
0.97,0.60,0.90,0.45,1.07,0.18,0.83,0.03,0.29,0.40
0.50,0.27,0.12,-0.10,0.30,0.97,0.54,0.30,0.77,0.88
0.94,0.99,-0.16,0.95,0.48,0.64,0.18,0.53,0.39,0.52
0.04,0.36,0.55,0.46,0.40,0.84,0.97,0.43,0.41,0.58
0.35,0.41,0.67,0.57,0.50,0.84,0.66,0.58,0.48,0.43
-0.16,-0.17,0.71,0.52,0.68,0.77,0.53,0.70,0.02,1.12
0.48,0.49,1.08,0.05,0.52,0.52,-0.22,0.81,0.62,0.70
0.90,0.46,0.63,0.75,0.70,0.46,0.94,0.50,0.19,0.57
0.86,0.91,0.12,0.23,0.45,0.29,0.61,0.22,0.23,0.69
0.83,0.66,0.92,0.39,0.51,0.73,0.56,1.06,-0.17,0.45
0.15,0.36,0.11,0.38,0.45,0.63,0.43,1.12,0.38,1.03
0.61,1.16,0.62,0.54,0.49,0.49,0.19,-0.00,0.56,0.36
1.14,0.74,0.32,0.68,-0.05,0.56,0.81,0.31,0.61,0.27
0.88,0.14,1.10,0.07,-0.59,0.59,0.72,-0.66,1.05,0.49
0.27,1.19,0.31,0.31,0.65,0.92,0.99,0.19,0.47,0.44
0.33,0.54,0.70,0.61,0.74,0.28,0.77,-0.10,0.72,0.44
0.49,1.18,0.44,0.16,0.23,0.51,0.20,0.85,0.87,0.40
0.93,0.78,0.23,0.74,0.48,0.29,0.53,0.62,0.34,0.57
0.49,0.35,0.60,0.53,0.36,0.48,0.43,0.66,0.37,0.71
0.63,0.57,0.21,0.33,1.06,0.03,0.88,-0.08,0.15,0.45
0.18,0.60,1.02,-0.15,0.56,0.44,0.44,0.72,0.60,0.60
0.46,0.80,0.14,0.84,1.14,0.24,0.40,0.17,0.45,0.51
0.37,0.86,0.63,1.05,0.05,0.35,0.28,0.74,0.26,0.55
0.04,0.79,0.93,0.38,0.37,0.29,0.73,0.11,0.25,0.95
0.58,0.59,0.46,1.10,0.46,0.53,0.72,0.48,0.51,0.46
0.16,0.35,1.30,0.20,0.11,0.28,-0.12,0.91,0.80,0.43
0.63,0.61,0.71,0.54,1.32,0.38,0.76,0.57,-0.05,0.11
0.53,0.63,0.48,0.35,0.48,0.61,0.27,0.51,0.35,0.75
0.63,0.42,0.95,0.46,0.28,0.76,0.44,0.16,0.45,0.71
0.27,0.82,1.61,0.43,0.76,0.54,-0.39,0.61,-0.34,0.47
0.67,0.66,0.02,1.19,0.71,0.36,1.32,-0.25,0.22,0.42
0.38,0.03,0.94,-0.44,0.95,0.12,0.11,1.03,0.90,0.30
0.34,0.26,0.31,0.52,0.57,0.71,0.71,0.59,0.25,0.80
0.08,0.95,0.28,0.28,0.28,0.59,0.78,0.17,0.67,1.14
0.55,0.87,-0.05,0.63,0.93,0.59,1.02,-0.12,0.30,0.50
0.08,0.93,0.21,0.60,0.15,1.29,0.83,0.59,0.40,-0.02
0.46,0.79,0.66,0.27,0.99,0.24,0.70,0.91,0.07,-0.26
0.16,0.41,0.57,1.00,0.56,0.35,-0.30,0.61,0.50,0.72
0.44,0.43,0.48,0.41,0.78,0.44,1.14,0.71,0.54,0.21
0.78,0.54,0.15,0.75,0.88,0.22,0.68,0.76,0.64,0.64
0.62,0.50,0.38,0.48,0.64,0.67,0.31,0.46,0.83,0.52
0.89,0.97,0.70,0.26,0.32,0.54,0.80,0.38,0.66,0.02
0.29,0.82,0.87,0.57,0.48,0.27,0.50,1.14,0.26,-0.10
0.00,0.14,0.68,0.28,0.11,0.69,1.10,0.58,0.44,0.67
0.74,0.62,0.98,0.33,1.09,0.47,0.46,0.18,0.57,0.33
0.28,1.34,0.26,0.40,0.26,0.98,-0.45,0.54,0.68,-0.31
0.25,0.51,0.20,0.19,0.46,0.50,0.90,0.94,0.36,0.36
0.33,0.26,0.82,0.62,0.49,0.79,0.21,0.96,0.33,0.69
0.58,0.25,0.35,0.76,0.40,1.02,1.20,0.28,0.24,0.24
0.58,0.55,0.24,0.62,1.06,0.53,0.63,0.53,0.44,0.28
0.43,0.42,0.64,0.45,0.45,0.35,0.57,0.74,0.17,0.49
0.37,0.63,0.35,0.64,0.31,0.67,1.02,0.56,0.34,0.68
0.67,-0.15,0.34,0.52,0.76,0.13,0.49,0.30,0.24,0.78
0.39,0.68,0.73,0.13,0.67,0.86,0.72,0.07,0.06,0.85
0.86,1.17,0.11,0.84,0.51,0.19,-0.29,0.49,0.40,0.44
0.06,0.87,-0.16,0.71,0.83,0.33,0.50,0.26,0.47,0.43
0.92,0.32,0.84,0.82,0.27,0.24,-0.24,0.64,0.08,0.85
-0.16,0.51,0.44,0.92,0.51,0.58,0.04,0.86,0.25,0.60
0.40,0.94,0.05,0.88,1.13,0.66,0.49,0.42,0.35,0.36
0.47,0.83,0.91,0.35,0.41,0.47,-0.14,0.77,0.69,0.23
0.61,0.08,0.16,0.39,0.42,0.48,0.54,0.93,0.32,0.65
-0.05,0.30,0.26,0.70,1.11,0.63,0.80,0.14,0.55,0.25
1.22,0.47,0.50,0.25,1.43,-0.26,0.99,0.34,0.75,0.38
0.35,0.74,-0.13,0.33,0.30,0.52,0.68,0.05,0.97,1.33
0.50,-0.07,0.42,0.37,0.47,0.82,0.52,1.05,0.27,0.67
0.48,0.51,0.94,0.45,0.36,0.54,0.70,0.77,0.40,0.29
0.32,0.70,-0.15,0.89,0.43,0.65,0.53,1.04,0.29,0.00
0.54,0.67,0.48,0.69,0.38,0.39,0.57,0.64,0.58,0.60
0.48,0.53,0.49,0.68,-0.70,0.90,1.01,0.38,0.22,-0.19
0.67,0.42,0.23,1.53,0.64,0.44,0.27,0.72,0.27,-0.33
0.63,0.71,0.30,0.48,0.07,0.52,0.54,0.74,0.73,0.35
0.45,0.71,0.59,0.03,0.63,0.61,0.43,0.32,0.42,0.28
0.88,0.28,0.72,0.74,0.60,0.39,0.80,0.08,1.09,0.08
0.65,0.83,0.67,0.72,0.63,0.16,0.32,0.29,0.16,0.61
0.48,0.13,0.90,1.62,0.17,0.10,-0.06,0.69,0.76,0.98
0.24,0.78,0.28,0.68,0.17,0.65,0.16,0.45,0.89,0.00
0.42,-0.00,1.29,0.84,-0.05,-0.12,0.71,0.90,0.47,0.17
0.52,0.54,0.57,0.75,0.06,0.73,0.69,0.61,0.66,0.40
1.30,0.55,-0.22,0.59,-0.15,0.78,0.99,0.86,0.20,0.71
0.73,0.12,0.58,0.27,0.00,0.82,0.49,0.66,0.95,0.51
-0.05,0.89,0.48,0.19,0.61,0.12,0.67,1.16,0.42,0.63
0.24,0.59,-0.50,0.71,0.47,0.13,1.30,1.34,0.70,0.75
0.21,0.40,0.79,0.23,1.08,1.28,0.80,0.23,0.08,0.28
-0.31,1.03,0.20,0.52,0.67,0.25,0.19,0.11,0.08,0.48
0.43,0.59,0.83,0.34,0.41,1.09,0.91,0.42,0.11,0.47
0.31,0.48,0.41,0.44,0.31,0.87,0.35,0.39,0.31,0.99
0.52,0.04,0.28,0.55,0.21,0.80,1.03,0.51,-0.12,0.62
0.66,0.46,0.57,0.52,0.32,0.66,0.61,0.75,0.45,0.60
1.28,0.24,0.59,0.27,0.87,1.05,0.55,0.36,0.19,0.01
0.59,0.81,0.23,0.05,0.88,0.73,0.27,0.72,0.85,0.65
0.41,0.79,0.99,0.23,0.65,0.80,0.62,-0.02,0.53,0.48
0.26,0.80,1.06,0.13,1.00,0.56,0.27,0.44,0.40,0.28
0.21,1.12,0.48,0.44,0.53,0.44,0.35,0.81,0.45,0.27
0.93,-0.32,-0.85,-0.15,0.15,0.32,1.19,1.41,-0.32,0.72
0.83,0.86,-0.17,0.46,0.16,0.73,1.04,0.30,0.54,0.74
0.56,0.81,0.19,0.44,0.87,0.26,1.14,0.71,-0.37,0.10
0.40,0.47,0.87,-0.56,-0.28,0.28,1.00,1.41,0.06,1.37
0.06,0.55,-0.37,0.81,-0.10,-0.97,1.08,1.90,1.03,-0.04
0.18,0.02,0.64,0.77,0.37,0.73,0.68,0.69,0.23,0.73
0.96,1.43,0.56,0.20,0.57,0.30,0.03,0.63,0.21,0.20
1.22,0.26,0.99,0.50,0.29,0.79,-0.14,0.57,0.12,-0.35
0.62,0.80,0.39,0.34,0.54,0.78,0.45,0.37,0.44,0.60
0.08,0.85,0.17,0.70,0.75,0.70,0.27,0.41,0.65,0.59
0.39,0.33,0.10,0.91,0.80,0.56,0.35,0.59,0.43,0.57
-0.11,0.39,0.40,0.72,0.14,0.48,-0.21,1.64,0.26,0.91
0.92,0.62,0.12,1.27,0.86,0.57,0.96,-0.14,0.45,0.44
0.16,0.12,0.76,0.83,0.25,0.24,-0.65,0.61,0.52,1.19
1.09,0.52,0.85,0.24,0.36,1.04,0.47,0.19,0.49,0.39
0.59,0.99,0.11,0.35,0.54,0.86,0.17,-0.12,1.06,0.59
0.69,0.34,0.49,0.39,-0.11,0.51,0.30,0.46,0.85,0.78
0.20,0.33,-0.12,0.57,0.51,0.39,0.84,0.72,0.85,0.49
0.56,0.74,1.00,0.72,0.22,0.53,0.22,0.30,0.28,1.21
0.87,0.53,0.22,0.52,0.20,0.34,0.45,0.95,0.12,0.56
0.92,0.18,0.45,0.64,0.33,0.11,0.33,0.45,0.95,1.27
0.52,0.64,-0.05,0.88,0.66,0.41,1.09,1.02,-0.02,0.88
0.96,0.75,0.75,0.83,-0.11,0.27,0.52,0.90,0.55,0.36
0.87,1.35,0.51,-0.06,0.07,0.63,0.70,0.57,0.69,0.27
0.05,0.72,0.08,0.77,0.20,0.59,0.19,0.91,0.45,0.67
1.24,0.47,0.78,0.39,0.26,0.21,0.75,0.25,0.49,0.67
0.36,0.34,0.19,0.70,0.34,1.56,0.40,0.30,0.08,0.28
0.44,0.53,0.65,0.37,0.69,0.66,0.79,0.69,0.33,0.45
0.46,0.62,-0.60,0.36,0.66,0.61,0.74,1.04,0.19,0.63
0.64,0.43,0.12,0.73,0.05,0.81,0.83,0.49,0.21,1.10
0.51,0.14,1.26,0.05,0.60,-0.09,0.48,0.72,0.81,0.37
0.27,0.70,0.76,0.47,0.45,0.44,0.68,0.76,0.44,0.47
-0.06,0.11,1.50,-0.10,0.08,1.02,-0.34,0.37,0.40,0.53
0.35,0.55,0.74,0.49,0.41,0.29,0.46,0.70,0.13,0.73
0.53,0.38,0.75,0.53,0.32,0.79,0.50,0.39,0.55,0.44
0.45,0.57,0.87,0.79,0.70,0.46,0.10,0.43,0.47,0.57
0.38,0.16,0.22,0.78,0.94,0.73,1.20,0.10,0.45,0.38
0.55,0.32,-0.01,0.70,0.71,0.82,0.99,0.19,0.23,0.25
0.08,0.51,0.50,0.35,0.22,0.41,0.74,0.49,0.59,0.20
0.48,0.04,0.06,-0.18,0.23,0.47,0.36,0.79,1.29,0.70
0.84,-0.12,1.58,-0.42,-0.01,0.94,0.43,0.73,0.51,0.59
0.23,0.40,0.68,0.12,0.69,-0.15,0.18,0.77,0.61,1.67
-0.44,0.68,0.59,0.64,0.46,0.71,-0.11,1.14,-0.17,0.37
0.33,0.03,0.26,0.52,0.34,0.90,-0.32,0.89,0.25,0.34
0.60,0.41,0.33,0.53,0.51,0.67,1.03,0.43,0.49,0.48
0.52,0.83,1.22,0.13,0.54,0.49,-0.04,0.55,0.13,0.53
-0.19,0.78,1.49,0.27,0.62,0.26,0.72,0.64,0.26,-0.38
0.64,0.84,0.79,0.54,0.50,0.22,0.51,0.44,0.65,0.61
0.66,0.49,-0.27,1.41,0.49,0.88,0.60,0.58,-0.03,0.19
0.81,0.57,-0.14,0.88,0.90,0.38,0.49,0.22,0.70,0.73
0.50,0.50,0.98,0.78,0.21,-0.01,0.68,1.09,0.19,0.40
0.23,0.50,0.66,0.03,0.28,0.76,1.08,0.62,0.51,-0.14
0.29,0.37,0.72,0.15,0.25,0.92,0.51,0.92,0.18,-0.14
0.27,-1.25,1.11,0.75,0.51,0.53,0.93,0.04,-0.25,0.06
0.07,0.67,0.41,0.55,0.66,0.66,0.34,-0.08,0.88,0.58
0.09,0.02,0.39,0.37,0.64,0.29,-0.41,0.94,1.12,1.17
-0.39,0.63,0.21,1.44,-0.39,0.13,-0.48,0.77,-0.04,0.59
0.85,0.62,0.57,0.26,0.78,0.62,-0.10,0.77,0.46,0.36
1.12,0.68,0.29,0.87,-0.44,0.91,-0.11,0.81,0.62,-0.37
0.76,0.32,0.69,0.21,0.85,0.43,0.26,0.16,0.21,0.68
0.40,-0.15,0.82,0.53,1.21,0.25,0.42,0.51,0.34,-0.04
0.90,0.27,0.21,0.12,0.16,0.73,0.30,0.88,0.16,0.52
1.09,0.76,0.22,0.48,0.22,0.75,-0.07,0.95,0.36,-0.10
0.56,0.61,0.45,0.20,0.35,0.33,0.76,0.84,0.39,0.63
0.47,0.27,0.57,0.63,0.64,0.99,0.40,0.45,0.71,0.61
0.62,0.04,1.23,0.51,0.37,0.33,0.66,0.74,-0.02,0.42
1.02,0.35,0.27,0.63,0.17,0.35,0.92,0.70,0.22,0.33
0.48,0.40,0.47,0.40,0.71,0.72,0.54,0.02,0.01,0.75
0.31,0.33,0.82,0.78,0.72,0.33,0.33,0.12,0.52,0.48
0.71,1.22,-0.33,0.76,0.47,0.31,-0.24,0.44,0.38,0.50
0.34,1.00,0.83,0.53,0.44,0.42,-0.28,0.49,0.47,0.65
0.28,1.32,0.89,-0.03,0.17,0.80,0.72,0.44,0.15,0.14
1.08,0.50,-0.18,0.62,-0.08,0.70,1.02,0.73,0.30,0.89
0.51,0.35,0.26,0.15,0.62,1.70,-0.46,0.11,0.25,0.67
0.16,1.45,0.44,1.11,-0.05,0.42,-0.44,-0.76,0.48,-0.54
0.07,0.73,0.77,0.57,0.62,0.46,0.57,0.80,0.37,0.05
0.36,0.18,1.18,-0.10,0.40,0.61,0.12,0.96,0.52,0.62
0.49,0.78,0.56,0.41,0.63,0.52,0.30,0.40,0.26,0.56
0.88,0.57,1.22,0.73,-0.28,-0.00,0.23,0.08,0.47,-0.11
0.11,0.60,0.42,0.52,0.53,0.60,0.64,0.35,0.29,0.52
0.38,0.49,0.61,0.92,0.34,1.33,0.19,0.78,0.08,0.40
0.35,0.86,0.42,0.44,0.39,0.91,0.59,0.87,0.17,0.70
1.18,0.19,0.56,1.42,0.64,0.28,0.84,0.54,0.47,0.34
0.51,0.50,0.43,-0.43,0.95,0.67,0.08,0.42,1.16,0.51
0.46,1.20,0.46,0.51,0.28,0.44,0.28,0.83,0.75,0.11
0.68,0.16,0.17,0.90,0.59,1.02,0.70,0.55,0.44,0.76
0.44,0.89,0.51,0.39,0.25,0.82,0.70,0.49,0.78,0.32
0.25,0.62,0.20,0.48,0.18,0.52,1.09,0.38,0.50,0.31
0.60,1.21,0.67,0.17,-0.02,0.81,0.70,0.25,0.44,0.45
