Movies rated by user 1:

     movieId  rating                                                                           title                                                     genres
63      1090     4.0                                                                  Platoon (1986)                                                  Drama|War
64      1092     5.0                                                           Basic Instinct (1992)                                     Crime|Mystery|Thriller
65      1097     5.0                                               E.T. the Extra-Terrestrial (1982)                                      Children|Drama|Sci-Fi
66      1127     4.0                                                               Abyss, The (1989)                           Action|Adventure|Sci-Fi|Thriller
67      1136     5.0                                          Monty Python and the Holy Grail (1975)                                   Adventure|Comedy|Fantasy
68      1196     5.0                           Star Wars: Episode V - The Empire Strikes Back (1980)                                    Action|Adventure|Sci-Fi
69      1197     5.0                                                      Princess Bride, The (1987)                    Action|Adventure|Comedy|Fantasy|Romance
70      1198     5.0  Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)                                           Action|Adventure
71      1206     5.0                                                      Clockwork Orange, A (1971)                                Crime|Drama|Sci-Fi|Thriller
72      1208     4.0                                                           Apocalypse Now (1979)                                           Action|Drama|War
73      1210     5.0                               Star Wars: Episode VI - Return of the Jedi (1983)                                    Action|Adventure|Sci-Fi
74      1213     5.0                                                               Goodfellas (1990)                                                Crime|Drama
75      1214     4.0                                                                    Alien (1979)                                              Horror|Sci-Fi
76      1219     2.0                                                                   Psycho (1960)                                               Crime|Horror
77      1220     5.0                                                      Blues Brothers, The (1980)                                      Action|Comedy|Musical
78      1222     5.0                                                        Full Metal Jacket (1987)                                                  Drama|War
79      1224     5.0                                                                  Henry V (1989)                                   Action|Drama|Romance|War
80      1226     5.0                                                           Quiet Man, The (1952)                                              Drama|Romance
81      1240     5.0                                                          Terminator, The (1984)                                     Action|Sci-Fi|Thriller
82      1256     5.0                                                                Duck Soup (1933)                                         Comedy|Musical|War
83      1258     3.0                                                             Shining, The (1980)                                                     Horror
84      1265     4.0                                                            Groundhog Day (1993)                                     Comedy|Fantasy|Romance
85      1270     5.0                                                       Back to the Future (1985)                                    Adventure|Comedy|Sci-Fi
86      1275     5.0                                                               Highlander (1986)                                   Action|Adventure|Fantasy
87      1278     5.0                                                       Young Frankenstein (1974)                                             Comedy|Fantasy
88      1282     5.0                                                                 Fantasia (1940)                         Animation|Children|Fantasy|Musical
89      1291     5.0                                       Indiana Jones and the Last Crusade (1989)                                           Action|Adventure
90      1298     5.0                                                     Pink Floyd: The Wall (1982)                                              Drama|Musical
91      1348     4.0                        Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)                                                     Horror
92      1377     3.0                                                           Batman Returns (1992)                                               Action|Crime
93      1396     3.0                                                                 Sneakers (1992)                           Action|Comedy|Crime|Drama|Sci-Fi
94      1408     3.0                                                Last of the Mohicans, The (1992)                                 Action|Romance|War|Western
95      1445     3.0                                                            McHale's Navy (1997)                                                 Comedy|War
96      1473     4.0                                                                 Best Men (1997)                                  Action|Comedy|Crime|Drama
97      1500     4.0                                                      Grosse Pointe Blank (1997)                                       Comedy|Crime|Romance
98      1517     5.0                              Austin Powers: International Man of Mystery (1997)                                    Action|Adventure|Comedy
99      1552     4.0                                                                  Con Air (1997)                                  Action|Adventure|Thriller
100     1573     5.0                                                                 Face/Off (1997)                                Action|Crime|Drama|Thriller
101     1580     3.0                                                Men in Black (a.k.a. MIB) (1997)                                       Action|Comedy|Sci-Fi
102     1587     5.0                                                      Conan the Barbarian (1982)                                   Action|Adventure|Fantasy
103     1617     5.0                                                        L.A. Confidential (1997)                           Crime|Film-Noir|Mystery|Thriller
104     1620     4.0                                                           Kiss the Girls (1997)                               Crime|Drama|Mystery|Thriller
105     1625     5.0                                                                Game, The (1997)                                     Drama|Mystery|Thriller
106     1644     3.0                                          I Know What You Did Last Summer (1997)                                    Horror|Mystery|Thriller
107     1676     3.0                                                        Starship Troopers (1997)                                              Action|Sci-Fi
108     1732     5.0                                                        Big Lebowski, The (1998)                                               Comedy|Crime
109     1777     4.0                                                      Wedding Singer, The (1998)                                             Comedy|Romance
110     1793     4.0                                                     Welcome to Woop-Woop (1997)                                                     Comedy
111     1804     5.0                                                         Newton Boys, The (1998)                                                Crime|Drama
112     1805     4.0                                                              Wild Things (1998)                               Crime|Drama|Mystery|Thriller
113     1920     4.0                                                           Small Soldiers (1998)                             Animation|Children|Fantasy|War
114     1927     5.0                                           All Quiet on the Western Front (1930)                                           Action|Drama|War
115     1954     5.0                                                                    Rocky (1976)                                                      Drama
116     1967     4.0                                                                Labyrinth (1986)                                  Adventure|Fantasy|Musical
117     2000     4.0                                                            Lethal Weapon (1987)                                  Action|Comedy|Crime|Drama
118     2005     5.0                                                             Goonies, The (1985)                   Action|Adventure|Children|Comedy|Fantasy
119     2012     4.0                                              Back to the Future Part III (1990)                            Adventure|Comedy|Sci-Fi|Western
120     2018     5.0                                                                    Bambi (1942)                                   Animation|Children|Drama
121     2028     4.0                                                      Saving Private Ryan (1998)                                           Action|Drama|War
122     2033     5.0                                                      Black Cauldron, The (1985)                       Adventure|Animation|Children|Fantasy
123     2046     4.0                                                  Flight of the Navigator (1986)                                  Adventure|Children|Sci-Fi
124     2048     5.0                                               Great Mouse Detective, The (1986)                            Action|Animation|Children|Crime
125     2054     4.0                                                 Honey, I Shrunk the Kids (1989)                   Adventure|Children|Comedy|Fantasy|Sci-Fi
126     2058     5.0                                                          Negotiator, The (1998)                        Action|Crime|Drama|Mystery|Thriller
127     2078     5.0                                                         Jungle Book, The (1967)                          Animation|Children|Comedy|Musical
128     2090     5.0                                                            Rescuers, The (1977)                   Adventure|Animation|Children|Crime|Drama
129     2093     3.0                                                             Return to Oz (1985)                                 Adventure|Children|Fantasy
130     2094     5.0                                                           Rocketeer, The (1991)                                    Action|Adventure|Sci-Fi
131     2096     4.0                                                          Sleeping Beauty (1959)                                 Animation|Children|Musical
132     2099     4.0                                                        Song of the South (1946)                       Adventure|Animation|Children|Musical
133     2105     4.0                                                                     Tron (1982)                                    Action|Adventure|Sci-Fi
134     2115     5.0                                     Indiana Jones and the Temple of Doom (1984)                                   Action|Adventure|Fantasy
135     2116     5.0                                                   Lord of the Rings, The (1978)                       Adventure|Animation|Children|Fantasy
136     2137     5.0                                                          Charlotte's Web (1973)                                         Animation|Children
137     2139     5.0                                                      Secret of NIMH, The (1982)                         Adventure|Animation|Children|Drama
138     2141     5.0                                                        American Tail, An (1986)                        Adventure|Animation|Children|Comedy
139     2143     4.0                                                                   Legend (1985)                                  Adventure|Fantasy|Romance
140     2161     5.0                                                   NeverEnding Story, The (1984)                                 Adventure|Children|Fantasy
141     2174     4.0                                                              Beetlejuice (1988)                                             Comedy|Fantasy
142     2193     4.0                                                                   Willow (1988)                                   Action|Adventure|Fantasy
143     2253     2.0                                                                     Toys (1992)                                             Comedy|Fantasy
144     2268     4.0                                                          Few Good Men, A (1992)                                       Crime|Drama|Thriller
145     2273     4.0                                                                Rush Hour (1998)                               Action|Comedy|Crime|Thriller
146     2291     5.0                                                      Edward Scissorhands (1990)                                      Drama|Fantasy|Romance
147     2329     5.0                                                       American History X (1998)                                                Crime|Drama
148     2338     2.0                                    I Still Know What You Did Last Summer (1998)                                    Horror|Mystery|Thriller
149     2353     5.0                                                       Enemy of the State (1998)                                            Action|Thriller
150     2366     4.0                                                                King Kong (1933)                            Action|Adventure|Fantasy|Horror
151     2387     5.0                                                          Very Bad Things (1998)                                               Comedy|Crime
152     2389     2.0                                                                   Psycho (1998)                                      Crime|Horror|Thriller
153     2395     5.0                                                                 Rushmore (1998)                                               Comedy|Drama
154     2406     4.0                                                      Romancing the Stone (1984)                            Action|Adventure|Comedy|Romance
155     2414     3.0                                                    Young Sherlock Holmes (1985)         Action|Adventure|Children|Fantasy|Mystery|Thriller
156     2427     5.0                                                       Thin Red Line, The (1998)                                           Action|Drama|War
157     2450     4.0                                                          Howard the Duck (1986)                                    Adventure|Comedy|Sci-Fi
158     2459     5.0                                             Texas Chainsaw Massacre, The (1974)                                                     Horror
159     2470     5.0                                                         Crocodile Dundee (1986)                                           Adventure|Comedy
160     2478     4.0                                                           ¡Three Amigos! (1986)                                             Comedy|Western
161     2492     4.0                                                                 20 Dates (1998)                                             Comedy|Romance
162     2502     5.0                                                             Office Space (1999)                                               Comedy|Crime
163     2528     3.0                                                              Logan's Run (1976)                                    Action|Adventure|Sci-Fi
164     2529     5.0                                                       Planet of the Apes (1968)                                        Action|Drama|Sci-Fi
165     2542     5.0                                        Lock, Stock & Two Smoking Barrels (1998)                                      Comedy|Crime|Thriller
166     2571     5.0                                                              Matrix, The (1999)                                     Action|Sci-Fi|Thriller
167     2580     5.0                                                                       Go (1999)                                               Comedy|Crime
168     2596     5.0                                                                SLC Punk! (1998)                                               Comedy|Drama
169     2616     4.0                                                               Dick Tracy (1990)                                               Action|Crime
170     2617     2.0                                                               Mummy, The (1999)            Action|Adventure|Comedy|Fantasy|Horror|Thriller
171     2628     4.0                                Star Wars: Episode I - The Phantom Menace (1999)                                    Action|Adventure|Sci-Fi
172     2640     4.0                                                                 Superman (1978)                                    Action|Adventure|Sci-Fi
173     2641     5.0                                                              Superman II (1980)                                              Action|Sci-Fi
174     2644     4.0                                                                  Dracula (1931)                                                     Horror
175     2648     4.0                                                             Frankenstein (1931)                                        Drama|Horror|Sci-Fi
176     2654     5.0                                                            Wolf Man, The (1941)                                       Drama|Fantasy|Horror
177     2657     3.0                                           Rocky Horror Picture Show, The (1975)                               Comedy|Horror|Musical|Sci-Fi
178     2692     5.0                                                Run Lola Run (Lola rennt) (1998)                                               Action|Crime
179     2700     5.0                                     South Park: Bigger, Longer and Uncut (1999)                                   Animation|Comedy|Musical
180     2716     5.0                                      Ghostbusters (a.k.a. Ghost Busters) (1984)                                       Action|Comedy|Sci-Fi
181     2761     5.0                                                          Iron Giant, The (1999)                  Adventure|Animation|Children|Drama|Sci-Fi
182     2797     4.0                                                                      Big (1988)                               Comedy|Drama|Fantasy|Romance
183     2826     4.0                                                        13th Warrior, The (1999)                                   Action|Adventure|Fantasy
184     2858     5.0                                                          American Beauty (1999)                                              Drama|Romance
185     2872     5.0                                                                Excalibur (1981)                                          Adventure|Fantasy
186     2899     5.0                                                       Gulliver's Travels (1939)                               Adventure|Animation|Children
187     2916     4.0                                                             Total Recall (1990)                           Action|Adventure|Sci-Fi|Thriller
188     2944     5.0                                                         Dirty Dozen, The (1967)                                           Action|Drama|War
189     2947     5.0                                                               Goldfinger (1964)                                  Action|Adventure|Thriller
190     2948     5.0                                                    From Russia with Love (1963)                                  Action|Adventure|Thriller
191     2949     5.0                                                                   Dr. No (1962)                                  Action|Adventure|Thriller
192     2959     5.0                                                               Fight Club (1999)                                Action|Crime|Drama|Thriller
193     2985     4.0                                                                  RoboCop (1987)                         Action|Crime|Drama|Sci-Fi|Thriller
194     2987     5.0                                                 Who Framed Roger Rabbit? (1988)  Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
195     2991     5.0                                                         Live and Let Die (1973)                                  Action|Adventure|Thriller
196     2993     5.0                                                              Thunderball (1965)                                  Action|Adventure|Thriller
197     2997     4.0                                                     Being John Malkovich (1999)                                       Comedy|Drama|Fantasy
198     3033     5.0                                                               Spaceballs (1987)                                              Comedy|Sci-Fi
199     3034     5.0                                                               Robin Hood (1973)                Adventure|Animation|Children|Comedy|Musical
200     3052     5.0                                                                    Dogma (1999)                                   Adventure|Comedy|Fantasy
201     3053     5.0                                 Messenger: The Story of Joan of Arc, The (1999)                                                  Drama|War
202     3062     4.0                                                         Longest Day, The (1962)                                           Action|Drama|War
203     3147     5.0                                                          Green Mile, The (1999)                                                Crime|Drama
204     3168     4.0                                                               Easy Rider (1969)                                            Adventure|Drama
205     3176     1.0                                                 Talented Mr. Ripley, The (1999)                                     Drama|Mystery|Thriller
206     3243     3.0                                                               Encino Man (1992)                                                     Comedy
207     3247     3.0                                                               Sister Act (1992)                                               Comedy|Crime
208     3253     5.0                                                            Wayne's World (1992)                                                     Comedy
209     3273     5.0                                                                 Scream 3 (2000)                             Comedy|Horror|Mystery|Thriller
210     3386     5.0                                                                      JFK (1991)                                     Drama|Mystery|Thriller
211     3439     4.0                  Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)                                    Action|Children|Fantasy
212     3440     4.0                                         Teenage Mutant Ninja Turtles III (1993)                   Action|Adventure|Children|Comedy|Fantasy
213     3441     5.0                                                                 Red Dawn (1984)                                           Action|Drama|War
214     3448     5.0                                                    Good Morning, Vietnam (1987)                                           Comedy|Drama|War
215     3450     5.0                                                           Grumpy Old Men (1993)                                                     Comedy
216     3479     4.0                                                                Ladyhawke (1985)                                  Adventure|Fantasy|Romance
217     3489     4.0                                                                     Hook (1991)                                   Adventure|Comedy|Fantasy
218     3527     4.0                                                                 Predator (1987)                                     Action|Sci-Fi|Thriller
219     3578     5.0                                                                Gladiator (2000)                                     Action|Adventure|Drama
220     3617     4.0                                                                Road Trip (2000)                                                     Comedy
221     3639     4.0                                             Man with the Golden Gun, The (1974)                                  Action|Adventure|Thriller
222     3671     5.0                                                          Blazing Saddles (1974)                                             Comedy|Western
223     3702     5.0                                                                  Mad Max (1979)                                    Action|Adventure|Sci-Fi
224     3703     5.0                                            Road Warrior, The (Mad Max 2) (1981)                           Action|Adventure|Sci-Fi|Thriller
225     3729     5.0                                                                    Shaft (1971)                                Action|Crime|Drama|Thriller
226     3740     4.0                                              Big Trouble in Little China (1986)                            Action|Adventure|Comedy|Fantasy
227     3744     4.0                                                                    Shaft (2000)                                      Action|Crime|Thriller
228     3793     5.0                                                                    X-Men (2000)                                    Action|Adventure|Sci-Fi
229     3809     4.0                                                          What About Bob? (1991)                                                     Comedy
230     4006     4.0                                                  Transformers: The Movie (1986)                        Adventure|Animation|Children|Sci-Fi
231     5060     5.0                                                    M*A*S*H (a.k.a. MASH) (1970)                                           Comedy|Drama|War


Top recommendations for user 1:

      Movie ID  Predicted Rating                                                                                                  Recommended Movies                                            Genres  Serendipity  Exposure Fairness
8294    112552               5.1                                                                                                     Whiplash (2014)                                             Drama         0.90              88.83
2323      3275               5.1                                                                                         Boondock Saints, The (2000)                       Action|Crime|Drama|Thriller         0.75              87.32
899       1262               5.1                                                                                            Great Escape, The (1963)                        Action|Adventure|Drama|War         0.78              87.32
2383      3379               5.1                                                                                                 On the Beach (1959)                                             Drama         0.91             100.00
9291    168252               5.1                                                                                                        Logan (2017)                                     Action|Sci-Fi         0.87              92.76
2475      3508               5.1                                                                                      Outlaw Josey Wales, The (1976)           Action|Adventure|Drama|Thriller|Western         0.80              94.87
3961      5915               5.1                                                                           Victory (a.k.a. Escape to Victory) (1981)                                  Action|Drama|War         0.92              99.70
5845     38061               5.1                                                                                          Kiss Kiss Bang Bang (2005)                     Comedy|Crime|Mystery|Thriller         0.79              89.74
2152      3030               5.0                                                                                                      Yojimbo (1961)                                  Action|Adventure         0.83              96.38
833       1178               5.0                                                                                               Paths of Glory (1957)                                         Drama|War         0.84              96.68
5736     33649               5.0                                                                                                  Saving Face (2004)                              Comedy|Drama|Romance         0.98             100.00
264        318               5.0                                                                                    Shawshank Redemption, The (1994)                                       Crime|Drama         0.74               4.62
8667    132333               5.0                                                                                                         Seve (2014)                                 Documentary|Drama         0.92             100.00
4198      6375               5.0                                                                               Gigantic (A Tale of Two Johns) (2002)                                       Documentary         0.90              99.09
694        951               5.0                                                                                              His Girl Friday (1940)                                    Comedy|Romance         0.84              96.08
902       1266               4.9                                                                                                   Unforgiven (1992)                                     Drama|Western         0.72              84.79
660        912               4.9                                                                                                   Casablanca (1942)                                     Drama|Romance         0.72              68.56
866       1223               4.9                                                                     Grand Day Out with Wallace and Gromit, A (1989)        Adventure|Animation|Children|Comedy|Sci-Fi         0.80              89.81
2275      3201               4.9                                                                                             Five Easy Pieces (1970)                                             Drama         0.85              95.71
9325    170705               4.9                                                                                             Band of Brothers (2001)                                  Action|Drama|War         0.90              96.01
653        905               4.9                                                                                        It Happened One Night (1934)                                    Comedy|Romance         0.86              93.94
7298     81932               4.9                                                                                                 Fighter, The (2010)                                             Drama         0.81              91.29
882       1243               4.9                                                                        Rosencrantz and Guildenstern Are Dead (1990)                                      Comedy|Drama         0.79              93.35
848       1198               4.9                                      Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)                                  Action|Adventure         0.65              39.05
7833     97304               4.9                                                                                                         Argo (2012)                                    Drama|Thriller         0.85              89.81
859       1213               4.9                                                                                                   Goodfellas (1990)                                       Crime|Drama         0.66              60.89
7643     92535               4.9                                                                       Louis C.K.: Live at the Beacon Theater (2011)                                            Comedy         0.92              95.12
2447      3468               4.9                                                                                                 Hustler, The (1961)                                             Drama         0.86              92.76
4946      8132               4.9                                                                                                    Gladiator (1992)                                      Action|Drama         0.89              95.42
6688     62336               4.9                                                                                                         FLCL (2000)                   Animation|Comedy|Fantasy|Sci-Fi         0.90              95.42
876       1235               4.9                                                                                             Harold and Maude (1971)                              Comedy|Drama|Romance         0.80              90.40
6251     51255               4.9                                                                                                     Hot Fuzz (2007)                       Action|Comedy|Crime|Mystery         0.76              80.07
6539     58559               4.8                                                                                             Dark Knight, The (2008)                           Action|Crime|Drama|IMAX         0.76              52.87
567        745               4.8                                                                              Wallace & Gromit: A Close Shave (1995)                         Animation|Children|Comedy         0.76              82.00
625        858               4.8                                                                                               Godfather, The (1972)                                       Crime|Drama         0.67              40.47
7184     78499               4.8                                                                                                  Toy Story 3 (2010)  Adventure|Animation|Children|Comedy|Fantasy|IMAX         0.78              79.98
8852    140715               4.8                                                                                       Straight Outta Compton (2015)                                             Drama         0.87              93.83
8281    112290               4.8                                                                                                      Boyhood (2014)                                             Drama         0.90              90.94
564        741               4.8                                                                          Ghost in the Shell (Kôkaku kidôtai) (1995)                                  Animation|Sci-Fi         0.76              88.06
570        750               4.8                                         Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)                                        Comedy|War         0.71              67.87
7078     74226               4.8                                         Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)                                 Documentary|Drama         0.92              95.56
5282     26073               4.8                                                               Human Condition III, The (Ningen no joken III) (1961)                                         Drama|War         0.92              95.56
6136     48322               4.8                                                                                           Jackass Number Two (2006)                                Comedy|Documentary         0.88              93.83
8814    138966               4.8                                                                                    Nasu: Summer in Andalusia (2003)                                         Animation         0.92              95.56
2156      3035               4.8                                                                                               Mister Roberts (1955)                                  Comedy|Drama|War         0.84              92.67
1339      1939               4.8                                                                                 Best Years of Our Lives, The (1946)                                         Drama|War         0.85              93.54
5454     27156               4.8  Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)             Action|Animation|Drama|Fantasy|Sci-Fi         0.88              94.40
9349    171763               4.8                                                                                                  Baby Driver (2017)                             Action|Crime|Thriller         0.83              93.25
5431     26928               4.8                                                                               Summer's Tale, A (Conte d'été) (1996)                              Comedy|Drama|Romance         0.92              95.56
6995     71899               4.8                                                                                                 Mary and Max (2009)                            Animation|Comedy|Drama         0.90              92.96
8102    105504               4.8                                                                                             Captain Phillips (2013)                     Adventure|Drama|Thriller|IMAX         0.85              89.79
7639     92475               4.8                                                                 All Watched Over by Machines of Loving Grace (2011)                                       Documentary         0.93              95.27
884       1245               4.8                                                                                            Miller's Crossing (1990)                    Crime|Drama|Film-Noir|Thriller         0.81              90.08
2437      3451               4.8                                                                                 Guess Who's Coming to Dinner (1967)                                             Drama         0.86              92.67
6477     56782               4.8                                                                                          There Will Be Blood (2007)                                     Drama|Western         0.83              87.77
7006     72171               4.8                                                                                               Black Dynamite (2009)                                     Action|Comedy         0.92              95.27
2274      3200               4.8                                                                                             Last Detail, The (1973)                                      Comedy|Drama         0.85              93.54
4229      6440               4.8                                                                                                  Barton Fink (1991)                                    Drama|Thriller         0.82              91.81
7891     99114               4.8                                                                                             Django Unchained (2012)                              Action|Drama|Western         0.81              75.37
9289    168248               4.8                                                                                       John Wick: Chapter Two (2017)                             Action|Crime|Thriller         0.87              93.83
6144     48516               4.8                                                                                                Departed, The (2006)                              Crime|Drama|Thriller         0.74              64.98
9516    184245               4.8                                                                                             De platte jungle (1978)                                       Documentary         0.92              95.56
870       1228               4.8                                                                                                  Raging Bull (1980)                                             Drama         0.73              84.31
2421      3429               4.8                                                                                            Creature Comforts (1989)                                  Animation|Comedy         0.82              92.38
4333      6645               4.8                                                                                                     THX 1138 (1971)                     Action|Adventure|Drama|Sci-Fi         0.79              93.83
6612     60333               4.8                                                                           Encounters at the End of the World (2008)                                       Documentary         0.92              94.98
1933      2732               4.8                                                                                 Jules and Jim (Jules et Jim) (1961)                                     Drama|Romance         0.90              94.40
4637      7153               4.8                                                               Lord of the Rings: The Return of the King, The (2003)                    Action|Adventure|Drama|Fantasy         0.72              42.49
8990    148626               4.8                                                                                               Big Short, The (2015)                                             Drama         0.83              88.35
9462    179135               4.8                                                                                               Blue Planet II (2017)                                       Documentary         0.92              95.56
7350     84273               4.8                                                                                    Zeitgeist: Moving Forward (2011)                                       Documentary         0.92              95.56
6267     51709               4.8                                                                                          Host, The (Gwoemul) (2006)               Comedy|Drama|Horror|Sci-Fi|Thriller         0.80              93.83
2427      3435               4.8                                                                                             Double Indemnity (1944)                             Crime|Drama|Film-Noir         0.82              90.94
8519    122904               4.8                                                                                                     Deadpool (2016)                    Action|Adventure|Comedy|Sci-Fi         0.83              80.27
8419    117531               4.8                                                                                                    Watermark (2014)                                       Documentary         0.92              95.56
2593      3681               4.8                                                          For a Few Dollars More (Per qualche dollaro in più) (1965)                     Action|Drama|Thriller|Western         0.76              86.33
5066      8542               4.8                                                                                          Day at the Races, A (1937)                                    Comedy|Musical         0.83              94.98
5982     44195               4.8                                                                                        Thank You for Smoking (2006)                                      Comedy|Drama         0.75              85.46
865       1221               4.8                                                                                      Godfather: Part II, The (1974)                                       Crime|Drama         0.67              58.64
753       1041               4.8                                                                                               Secrets & Lies (1996)                                             Drama         0.86              92.67
9446    177593               4.8                                                                    Three Billboards Outside Ebbing, Missouri (2017)                                       Crime|Drama         0.88              93.54
656        908               4.8                                                                                           North by Northwest (1959)         Action|Adventure|Mystery|Romance|Thriller         0.74              79.40
4016      6016               4.7                                                                                 City of God (Cidade de Deus) (2002)             Action|Adventure|Crime|Drama|Thriller         0.76              72.49
9063    152970               4.7                                                                                    Hunt for the Wilderpeople (2016)                                  Adventure|Comedy         0.84              92.49
8083    104879               4.7                                                                                                    Prisoners (2013)                            Drama|Mystery|Thriller         0.87              89.11
6505     57669               4.7                                                                                                    In Bruges (2008)                       Comedy|Crime|Drama|Thriller         0.77              82.07
6714     63082               4.7                                                                                          Slumdog Millionaire (2008)                               Crime|Drama|Romance         0.76              73.61
6919     70286               4.7                                                                                                   District 9 (2009)                           Mystery|Sci-Fi|Thriller         0.76              75.30
9146    159817               4.7                                                                                                 Planet Earth (2006)                                       Documentary         0.89              91.64
